0,5
1,5
2,5
3,2
4,5
5,5
6,5
7,5
8,5
9,5
10,5
11,5
12,2
13,8
14,5
15,5
16,5
17,5
18,5
19,5
20,5
21,5
22,5
23,5
24,5
25,5
26,5
27,5
28,5
29,5
30,5
31,5
32,5
33,4
34,5
35,5
36,2
37,5
38,5
39,5
40,5
41,5
42,5
43,5
44,5
45,5
46,2
47,5
48,5
49,5
50,4
51,5
52,5
53,5
54,5
55,5
56,5
57,8
58,5
59,5
60,5
61,2
62,5
63,5
64,5
65,5
66,2
67,2
68,5
69,5
70,5
71,5
72,2
73,2
74,5
75,5
76,5
77,5
78,5
79,5
80,5
81,5
82,5
83,5
84,2
85,5
86,5
87,5
88,5
89,2
90,5
91,5
92,5
93,5
94,2
95,5
96,5
97,5
98,5
99,5
100,5
101,5
102,5
103,5
104,5
105,5
106,4
107,5
108,2
109,5
110,5
111,5
112,5
113,5
114,5
115,2
116,5
117,5
118,5
119,5
120,5
121,5
122,5
123,5
124,5
125,5
126,5
127,5
128,5
129,2
130,5
131,5
132,5
133,5
134,8
135,5
136,2
137,5
138,5
139,5
140,5
141,2
142,2
143,5
144,5
145,5
146,5
147,8
148,5
149,5
150,5
151,5
152,8
153,5
154,5
155,5
156,2
157,5
158,5
159,2
160,5
161,5
162,5
163,5
164,5
165,5
166,5
167,5
168,2
169,5
170,2
171,5
172,5
173,5
174,5
175,5
176,5
177,2
178,5
179,5
180,5
181,5
182,5
183,5
184,5
185,5
186,5
187,5
188,5
189,2
190,2
191,5
192,5
193,2
194,5
195,5
196,5
197,5
198,5
199,5
200,9
201,1
202,9
203,0
204,0
205,4
206,0
207,0
208,0
209,0
210,0
211,0
212,1
213,9
214,0
215,1
216,1
217,0
218,0
219,4
220,0
221,0
222,0
223,0
224,0
225,0
226,0
227,0
228,4
229,0
230,0
231,0
232,0
233,0
234,0
235,0
236,0
237,0
238,0
239,0
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,0
248,0
249,0
250,0
251,3
252,1
253,4
254,0
255,1
256,0
257,9
258,1
259,0
260,0
261,0
262,0
263,0
264,4
265,0
266,9
267,0
268,5
269,0
270,0
271,0
272,0
273,0
274,0
275,0
276,0
277,0
278,0
279,0
280,0
281,0
282,0
283,0
284,0
285,0
286,0
287,1
288,0
289,0
290,0
291,0
292,0
293,0
294,0
295,9
296,5
297,0
298,0
299,0
300,0
301,5
302,5
303,0
304,1
305,0
306,0
307,4
308,0
309,1
310,0
311,0
312,1
313,5
314,0
315,0
316,0
317,0
318,0
319,0
320,0
321,0
322,0
323,0
324,0
325,1
326,0
327,4
328,1
329,1
330,0
331,0
332,0
333,1
334,4
335,0
336,0
337,0
338,0
339,4
340,0
341,0
342,0
343,0
344,9
345,0
346,0
347,1
348,1
349,0
350,0
351,0
352,0
353,0
354,0
355,0
356,0
357,0
358,0
359,0
360,9
361,0
362,0
363,0
364,0
365,5
366,0
367,0
368,5
369,0
370,0
371,5
372,0
373,0
374,0
375,0
376,0
377,0
378,0
379,9
380,0
381,0
382,1
383,3
384,0
385,0
386,0
387,0
388,0
389,0
390,0
391,1
392,0
393,0
394,0
395,0
396,0
397,9
398,0
399,0
400,1
401,1
402,1
403,1
404,9
405,9
406,9
407,9
408,1
409,1
410,9
411,9
412,9
413,1
414,1
415,1
416,9
417,1
418,9
419,9
420,9
421,1
422,1
423,1
424,1
425,1
426,1
427,9
428,1
429,9
430,1
431,9
432,1
433,1
434,1
435,1
436,1
437,9
438,1
439,9
440,9
441,1
442,9
443,1
444,9
445,9
446,1
447,1
448,1
449,1
450,1
451,9
452,1
453,1
454,1
455,9
456,1
457,9
458,1
459,1
460,1
461,9
462,1
463,1
464,1
465,1
466,9
467,1
468,1
469,9
470,1
471,1
472,1
473,1
474,9
475,1
476,1
477,1
478,9
479,9
480,1
481,1
482,1
483,9
484,1
485,1
486,9
487,9
488,1
489,9
490,1
491,1
492,9
493,1
494,1
495,1
496,9
497,9
498,1
499,1
500,1
501,1
502,1
503,1
504,9
505,1
506,9
507,9
508,1
509,1
510,1
511,9
512,1
513,1
514,1
515,1
516,9
517,9
518,9
519,9
520,9
521,9
522,9
523,1
524,1
525,1
526,1
527,1
528,1
529,9
530,9
531,9
532,1
533,9
534,1
535,1
536,9
537,1
538,9
539,1
540,1
541,9
542,1
543,1
544,9
545,1
546,1
547,1
548,1
549,1
550,1
551,9
552,1
553,1
554,1
555,1
556,1
557,9
558,9
559,9
560,9
561,9
562,1
563,1
564,9
565,9
566,1
