0,1
1,1
2,1
3,9
4,1
5,1
6,1
7,1
8,1
9,1
10,1
11,1
12,9
13,9
14,1
15,1
16,1
17,1
18,1
19,1
20,1
21,1
22,1
23,1
24,1
25,1
26,1
27,1
28,1
29,1
30,1
31,1
32,1
33,8
34,1
35,1
36,9
37,1
38,1
39,1
40,1
41,1
42,1
43,1
44,1
45,1
46,9
47,1
48,1
49,1
50,8
51,1
52,1
53,1
54,1
55,1
56,1
57,9
58,1
59,1
60,1
61,9
62,1
63,1
64,1
65,1
66,9
67,9
68,1
69,1
70,1
71,1
72,9
73,9
74,1
75,1
76,1
77,1
78,1
79,1
80,1
81,1
82,1
83,1
84,9
85,1
86,1
87,1
88,1
89,9
90,1
91,1
92,1
93,1
94,9
95,1
96,1
97,1
98,1
99,1
100,1
101,1
102,1
103,1
104,1
105,1
106,3
107,0
108,9
109,1
110,1
111,1
112,1
113,1
114,1
115,9
116,1
117,1
118,1
119,1
120,1
121,1
122,1
123,1
124,1
125,1
126,1
127,1
128,1
129,9
130,1
131,1
132,1
133,1
134,9
135,1
136,9
137,1
138,1
139,1
140,1
141,9
142,9
143,1
144,1
145,1
146,1
147,9
148,1
149,1
150,1
151,1
152,9
153,1
154,1
155,1
156,9
157,1
158,1
159,9
160,1
161,1
162,1
163,1
164,1
165,1
166,1
167,1
168,9
169,1
170,9
171,1
172,1
173,1
174,1
175,1
176,1
177,9
178,1
179,1
180,1
181,1
182,1
183,1
184,1
185,1
186,1
187,1
188,1
189,9
190,9
191,1
192,1
193,9
194,1
195,1
196,1
197,1
198,1
199,1
200,4
201,4
202,4
203,2
204,2
205,3
206,2
207,2
208,2
209,2
210,2
211,2
212,4
213,4
214,2
215,4
216,4
217,2
218,2
219,3
220,2
221,2
222,2
223,2
224,2
225,2
226,2
227,2
228,3
229,2
230,2
231,2
232,2
233,2
234,2
235,2
236,2
237,2
238,2
239,2
240,2
241,2
242,2
243,2
244,2
245,2
246,2
247,2
248,2
249,2
250,2
251,6
252,4
253,3
254,2
255,5
256,2
257,2
258,4
259,2
260,2
261,2
262,2
263,2
264,3
265,2
266,2
267,2
268,0
269,2
270,2
271,2
272,2
273,2
274,2
275,2
276,2
277,2
278,2
279,2
280,2
281,2
282,2
283,2
284,2
285,2
286,2
287,4
288,2
289,2
290,2
291,2
292,2
293,2
294,2
295,2
296,0
297,2
298,2
299,2
300,2
301,0
302,0
303,2
304,4
305,2
306,2
307,3
308,2
309,4
310,2
311,2
312,4
313,0
314,2
315,2
316,2
317,2
318,2
319,2
320,2
321,2
322,2
323,2
324,2
325,4
326,2
327,3
328,4
329,4
330,2
331,2
332,2
333,4
334,3
335,2
336,2
337,2
338,2
339,3
340,2
341,2
342,2
343,2
344,4
345,2
346,2
347,4
348,4
349,2
350,2
351,2
352,2
353,2
354,2
355,2
356,2
357,2
358,2
359,2
360,4
361,2
362,2
363,2
364,2
365,0
366,2
367,2
368,0
369,2
370,2
371,1
372,2
373,2
374,2
375,2
376,2
377,2
378,2
379,3
380,2
381,2
382,4
383,6
384,2
385,2
386,2
387,2
388,2
389,2
390,2
391,4
392,2
393,2
394,2
395,2
396,2
397,2
398,2
399,2
400,5
401,4
402,5
403,5
404,5
405,5
406,5
407,5
408,5
409,4
410,5
411,5
412,5
413,5
414,5
415,5
416,5
417,5
418,5
419,4
420,5
421,5
422,5
423,5
424,5
425,5
426,5
427,5
428,5
429,5
430,5
431,5
432,5
433,5
434,5
435,5
436,5
437,5
438,5
439,5
440,4
441,5
442,5
443,5
444,5
445,9
446,4
447,5
448,5
449,5
450,5
451,2
452,5
453,5
454,5
455,5
456,5
457,5
458,5
459,5
460,5
461,5
462,5
463,4
464,5
465,4
466,5
467,4
468,5
469,6
470,5
471,5
472,5
473,5
474,5
475,4
476,5
477,5
478,5
479,5
480,5
481,5
482,5
483,5
484,5
485,5
486,5
487,5
488,5
489,5
490,5
491,5
492,5
493,5
494,5
495,4
496,5
497,5
498,4
499,5
500,5
501,5
502,5
503,5
504,5
505,5
506,4
507,5
508,4
509,5
510,5
511,5
512,5
513,5
514,5
515,5
516,5
517,5
518,5
519,5
520,5
521,5
522,4
523,5
524,5
525,4
526,5
527,4
528,5
529,5
530,5
531,5
532,5
533,5
534,5
535,5
536,5
537,5
538,5
539,5
540,5
541,5
542,5
543,5
544,5
545,4
546,5
547,5
548,5
549,5
550,5
551,5
552,5
553,5
554,5
555,5
556,5
557,5
558,5
559,4
560,5
561,5
562,5
563,5
564,5
565,5
566,5
567,5
568,6
569,5
570,5
571,5
572,5
573,0
574,5
575,5
576,5
577,5
578,5
579,5
580,5
581,5
582,5
583,5
584,4
585,5
586,5
587,5
588,5
589,5
590,4
591,5
592,5
593,5
594,5
595,5
596,5
597,5
598,5
599,5
600,2
601,2
602,4
603,5
604,2
605,2
606,2
607,2
608,2
609,2
610,5
611,2
612,2
613,2
614,2
615,8
616,2
617,2
618,2
619,2
620,8
621,2
622,2
623,4
624,2
625,2
626,5
627,2
628,5
629,2
630,2
631,8
632,2
633,5
634,2
635,2
636,2
637,8
638,4
639,2
640,2
641,5
642,4
643,5
644,2
645,2
646,2
647,5
648,2
649,2
650,2
651,2
652,4
653,2
654,2
655,2
656,2
657,2
658,5
659,4
660,2
661,2
662,2
663,5
664,2
665,2
666,5
667,4
668,2
669,2
670,2
671,5
672,2
673,8
674,5
675,2
676,2
677,2
678,8
679,2
680,2
681,5
682,8
683,2
684,2
685,2
686,2
687,2
688,2
689,8
690,8
691,2
692,2
693,2
694,2
695,2
696,2
697,2
698,2
699,8
700,2
701,5
702,2
703,2
704,2
705,2
706,5
707,2
708,2
709,2
710,2
711,2
712,2
713,2
714,2
715,9
716,8
717,2
718,2
719,2
720,8
721,2
722,2
723,2
724,2
725,2
726,1
727,2
728,2
729,2
730,8
731,2
732,5
733,2
734,2
735,2
736,2
737,2
738,5
739,2
740,8
741,8
742,2
743,4
744,2
745,2
746,4
747,2
748,2
749,5
750,2
751,2
752,2
753,2
754,2
755,2
756,5
757,2
758,1
759,2
760,5
761,2
762,2
763,8
764,2
765,8
766,5
767,5
768,2
769,2
770,2
771,2
772,2
773,5
774,2
775,8
776,5
777,2
778,2
779,2
780,2
781,4
782,2
783,4
784,2
785,8
786,2
787,8
788,4
789,2
790,5
791,2
792,2
793,2
794,2
795,2
796,2
797,2
798,2
799,2
800,8
801,0
802,1
803,8
804,4
805,4
806,4
807,1
808,3
809,0
810,3
811,8
812,0
813,1
